gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
male,group C,associate's degree,standard,completed,1.0531902514446974,0.39857061273513966,0.5889872997516286
female,group B,some high school,standard,none,-1.655506930663119,-0.9704846890677888,-1.1244425887844942
male,group C,high school,standard,none,0.32646661722064907,-0.6282208636170568,-0.46543109319367776
male,group C,associate's degree,standard,none,-1.2591122210863654,-2.2026344606904247,-2.1788609817298004
male,group E,associate's degree,standard,completed,-0.26812544714448133,-0.9020319239776424,-0.9926402896663309
male,group B,associate's degree,standard,none,1.581716530880369,0.603928908005579,0.8525918979879552
female,group C,bachelor's degree,standard,none,1.1192560363741562,1.6307203843577753,1.7752079918150983
female,group B,some college,free/reduced,none,-0.33419123207394025,-0.08059874289588533,-0.1359253453982695
male,group D,some high school,standard,completed,0.6567955418679438,0.05630678728440752,0.061778103278975434
male,group C,associate's degree,standard,none,-1.1269806512274474,-1.2442957494283746,-1.6516517852571473
female,group B,some high school,free/reduced,none,-2.778625274463921,-2.134181695600278,-2.7060701782024537
female,group D,some high school,free/reduced,completed,-2.0519016402398726,-0.9704846890677888,-0.5313322427527594
male,group C,high school,free/reduced,none,-0.532388586862317,-0.5597680985269103,-1.0585414392254127
female,group C,high school,standard,none,-0.33419123207394025,0.2616650825548468,-0.33362879407551443
female,group B,high school,standard,completed,0.19433504736173118,0.4670233778252861,0.3912838510743837
male,group D,associate's degree,standard,completed,0.062203477502813326,0.19321231746470036,-0.07002419583918786
male,group D,some college,standard,none,0.8549928966563205,0.2616650825548468,-0.07002419583918786
female,group C,high school,standard,none,0.392532402150108,0.7408344381858718,0.45718500063346534
male,group B,some college,standard,none,-0.26812544714448133,-0.5597680985269103,-0.7290356914300044
female,group C,bachelor's degree,standard,completed,0.7228613267974027,1.6991731494479216,1.7752079918150983
male,group D,high school,free/reduced,none,0.5907297569384848,0.3301178476449932,-0.1359253453982695
male,group E,associate's degree,standard,none,1.383519176091992,0.3301178476449932,0.523086150192547
female,group B,bachelor's degree,standard,none,-0.9287832964390706,-0.2859570381663246,0.061778103278975434
male,group E,some college,standard,none,-0.0038623074266456066,-0.833579158887496,-1.0585414392254127
female,group C,some college,standard,completed,-0.20205966221502242,0.603928908005579,0.7866907484288735
female,group C,associate's degree,standard,none,-1.3251780060158243,-0.7651263937973496,-0.7290356914300044
female,group C,some college,standard,none,-0.46632280193285813,0.12475955237455394,0.1276792528380571
male,group A,associate's degree,standard,none,-0.20205966221502242,-0.5597680985269103,-0.46543109319367776
female,group C,some college,free/reduced,completed,-1.58944114573366,-0.21750427307617817,0.061778103278975434
male,group D,some college,free/reduced,none,-0.46632280193285813,-0.49131533343676387,-0.46543109319367776
female,group D,some college,standard,none,0.9210586815857794,1.425362089087336,1.3798010944606083
female,group B,high school,standard,none,-0.532388586862317,-0.49131533343676387,-0.597233392311841
male,group B,some high school,standard,completed,1.2513876062330742,1.0146454985464575,0.6548884493107102
female,group C,some college,standard,none,-0.9287832964390706,-0.7651263937973496,-0.6631345418709227
female,group D,some high school,free/reduced,none,-2.580427919675544,-2.407992755960864,-2.3765644304070457
male,group C,some college,standard,none,-0.46632280193285813,-0.6282208636170568,-0.6631345418709227
male,group A,bachelor's degree,free/reduced,completed,-1.1269806512274474,-0.7651263937973496,-0.5313322427527594
male,group C,high school,standard,completed,0.19433504736173118,-0.7651263937973496,-0.9926402896663309
male,group C,bachelor's degree,free/reduced,none,-0.33419123207394025,-0.21750427307617817,-0.46543109319367776
female,group A,some high school,free/reduced,none,-1.457309575874742,-0.35440980325647103,-0.6631345418709227
female,group D,some high school,standard,none,0.45859818707956695,1.0146454985464575,1.1161964962242819
male,group E,some college,standard,none,1.1853218213036152,0.5354761429154324,0.19358040239713872
female,group C,some college,free/reduced,completed,-1.3912437909452833,0.2616650825548468,0.1276792528380571
male,group D,some high school,standard,none,0.5246639720090258,0.3301178476449932,0.25948155195622036
female,group D,some college,standard,completed,1.0531902514446974,1.904531444718361,1.8411091413741798
female,group D,bachelor's degree,standard,none,-0.46632280193285813,0.05630678728440752,0.325382701515302
male,group E,associate's degree,free/reduced,none,-1.3251780060158243,-1.791917870149546,-1.7834540843753106
female,group D,some high school,standard,none,0.9210586815857794,1.425362089087336,0.9184930475470369
female,group D,master's degree,free/reduced,completed,1.2513876062330742,1.7676259145380682,2.1047137396105065
female,group A,some high school,standard,none,0.32646661722064907,0.946192733456311,0.5889872997516286
male,group A,bachelor's degree,standard,none,-0.0038623074266456066,-0.35440980325647103,-0.3995299436345961
female,group B,associate's degree,standard,none,0.9210586815857794,1.1515510287267503,0.9843941971061185
male,group C,associate's degree,standard,completed,1.383519176091992,2.1098897399888004,1.7752079918150983
male,group C,master's degree,free/reduced,none,0.8549928966563205,0.8092872032760182,0.19358040239713872
female,group E,some high school,free/reduced,none,-1.8537042854514958,-1.3812012796086675,-1.5198494861389842
female,group A,some high school,free/reduced,none,-1.8537042854514958,-1.791917870149546,-1.6516517852571473
female,group E,some college,standard,none,0.062203477502813326,0.4670233778252861,0.45718500063346534
female,group E,bachelor's degree,standard,none,-0.13599387728556347,0.2616650825548468,0.1276792528380571
female,group C,associate's degree,free/reduced,none,-0.598454371791776,0.603928908005579,-0.07002419583918786
female,group D,high school,standard,none,-0.26812544714448133,-0.35440980325647103,-0.2677276445164328
male,group D,master's degree,standard,none,0.45859818707956695,0.05630678728440752,0.45718500063346534
male,group E,some high school,free/reduced,completed,0.45859818707956695,-0.14905150798603176,-0.597233392311841
female,group D,some college,standard,none,0.7228613267974027,-0.08059874289588533,0.5889872997516286
male,group E,some college,standard,none,0.6567955418679438,-0.14905150798603176,-0.07002419583918786
male,group C,associate's degree,standard,completed,-0.598454371791776,-1.0389374541579353,-0.794936840989086
female,group C,some high school,standard,completed,-0.06992809235610455,0.3301178476449932,0.5889872997516286
male,group A,high school,free/reduced,none,-1.1930464361569064,-1.6550123399692531,-1.7834540843753106
female,group B,high school,free/reduced,none,-1.0609148662979886,-0.14905150798603176,-0.33362879407551443
female,group C,associate's degree,standard,none,1.2513876062330742,1.3569093239971897,1.7752079918150983
male,group B,some high school,standard,none,0.5246639720090258,-0.42286256834661745,-0.7290356914300044
male,group D,some high school,standard,none,-0.4002570170033992,-0.6966736287072032,-0.9267391401072492
female,group C,some high school,standard,completed,-0.46632280193285813,-1.0389374541579353,-0.07002419583918786
male,group A,some college,standard,none,-0.8627175115096117,-1.791917870149546,-1.6516517852571473
female,group D,high school,standard,completed,1.4495849610214508,2.041436974898654,2.1047137396105065
female,group C,high school,standard,none,-0.7966517265801528,-0.6966736287072032,-0.3995299436345961
female,group C,some high school,standard,none,-0.20205966221502242,0.2616650825548468,-0.004123046280106211
male,group B,associate's degree,standard,completed,-0.06992809235610455,-0.2859570381663246,-0.33362879407551443
female,group B,associate's degree,standard,none,1.0531902514446974,0.7408344381858718,0.5889872997516286
female,group D,high school,free/reduced,completed,-0.9287832964390706,-0.833579158887496,-0.794936840989086
male,group D,associate's degree,standard,completed,1.383519176091992,1.0146454985464575,1.1161964962242819
female,group D,master's degree,standard,completed,0.26040083229119015,0.12475955237455394,0.3912838510743837
male,group E,some college,standard,completed,1.1853218213036152,0.946192733456311,0.6548884493107102
male,group D,associate's degree,standard,none,0.32646661722064907,-0.21750427307617817,-0.5313322427527594
male,group B,some high school,standard,completed,-0.20205966221502242,-0.14905150798603176,-0.07002419583918786
female,group C,bachelor's degree,free/reduced,completed,-0.9948490813685296,0.19321231746470036,0.7207895988697919
male,group E,high school,standard,none,1.1853218213036152,0.2616650825548468,0.061778103278975434
male,group C,bachelor's degree,standard,completed,0.32646661722064907,0.3301178476449932,-0.004123046280106211
male,group C,associate's degree,standard,none,0.5246639720090258,0.2616650825548468,-0.07002419583918786
male,group D,some college,standard,none,0.12826926243227227,-0.6966736287072032,-0.3995299436345961
male,group E,high school,free/reduced,completed,-0.598454371791776,-0.9020319239776424,-0.9267391401072492
female,group C,associate's degree,free/reduced,completed,1.0531902514446974,1.6307203843577753,1.643405692696935
female,group D,high school,standard,completed,-0.598454371791776,-0.7651263937973496,-0.2677276445164328
female,group D,master's degree,free/reduced,completed,-1.2591122210863654,-0.7651263937973496,-0.07002419583918786
female,group A,some high school,standard,completed,-0.46632280193285813,1.0830982636366038,0.7866907484288735
male,group B,some college,free/reduced,none,-1.655506930663119,-2.0657289305101316,-2.244762131288882
female,group C,some college,free/reduced,none,-0.26812544714448133,-0.14905150798603176,-0.3995299436345961
male,group C,bachelor's degree,standard,none,1.317453391162533,0.946192733456311,1.1820976457833634
male,group C,some high school,free/reduced,none,0.19433504736173118,0.12475955237455394,-0.20182649495735114
male,group A,some high school,free/reduced,none,-0.06992809235610455,-0.6966736287072032,-0.9926402896663309
male,group C,some high school,free/reduced,none,0.12826926243227227,-0.42286256834661745,-0.9267391401072492
male,group C,associate's degree,free/reduced,none,-0.13599387728556347,-0.21750427307617817,-0.597233392311841
female,group C,high school,standard,none,-0.33419123207394025,0.19321231746470036,0.1276792528380571
male,group C,high school,standard,none,-0.33419123207394025,-0.9020319239776424,-0.8608379905481676
female,group A,some high school,free/reduced,none,-1.2591122210863654,-0.6966736287072032,-1.1903437383435758
male,group C,some high school,standard,none,0.45859818707956695,-0.21750427307617817,-0.1359253453982695
male,group C,some college,free/reduced,completed,-1.0609148662979886,-1.4496540446988138,-0.9926402896663309
male,group D,associate's degree,standard,none,0.5907297569384848,-0.08059874289588533,-0.2677276445164328
male,group D,associate's degree,free/reduced,none,0.5907297569384848,-0.21750427307617817,0.325382701515302
male,group C,high school,standard,none,0.26040083229119015,-0.9020319239776424,-1.1244425887844942
male,group D,some high school,standard,completed,1.5156507459509099,1.2884565589070431,0.9184930475470369
female,group C,some college,standard,completed,0.062203477502813326,0.8092872032760182,0.7207895988697919
female,group D,high school,standard,none,0.7889271117268616,0.8092872032760182,0.7866907484288735
female,group A,some high school,free/reduced,none,-0.46632280193285813,0.2616650825548468,0.061778103278975434
female,group B,associate's degree,standard,none,0.45859818707956695,0.946192733456311,0.523086150192547
male,group A,some high school,free/reduced,none,0.8549928966563205,0.8777399683661646,0.325382701515302
female,group C,some high school,standard,completed,0.062203477502813326,0.3301178476449932,0.5889872997516286
male,group D,some college,free/reduced,none,0.19433504736173118,-0.21750427307617817,-0.5313322427527594
male,group C,high school,standard,completed,1.317453391162533,0.8092872032760182,0.7866907484288735
male,group B,high school,standard,none,-1.2591122210863654,-1.5865595748791066,-1.717552934816229
male,group B,associate's degree,standard,none,0.9871244665152384,0.2616650825548468,0.25948155195622036
female,group C,some college,free/reduced,completed,-0.13599387728556347,1.0830982636366038,1.1161964962242819
female,group E,some college,standard,none,2.242374380174958,1.5622676192676288,1.9070102909332616
female,group C,associate's degree,free/reduced,none,-0.06992809235610455,0.5354761429154324,0.3912838510743837
male,group C,some college,free/reduced,none,-0.06992809235610455,-0.7651263937973496,-1.2562448879026575
male,group C,bachelor's degree,free/reduced,none,-1.9197700703809546,-0.9020319239776424,-1.3880471870208209
female,group D,bachelor's degree,standard,none,0.8549928966563205,1.3569093239971897,1.3798010944606083
male,group D,associate's degree,free/reduced,none,-0.8627175115096117,-1.0389374541579353,-1.322146037461739
female,group E,bachelor's degree,standard,none,2.242374380174958,2.1098897399888004,2.1047137396105065
male,group B,high school,standard,completed,0.392532402150108,-0.2859570381663246,-0.004123046280106211
male,group C,bachelor's degree,free/reduced,none,-0.8627175115096117,-0.7651263937973496,-0.8608379905481676
male,group B,some college,free/reduced,none,-0.7966517265801528,-1.0389374541579353,-1.5198494861389842
female,group E,some college,standard,none,0.32646661722064907,0.05630678728440752,0.523086150192547
female,group C,some college,free/reduced,none,0.7228613267974027,1.425362089087336,1.5116033935787716
male,group A,bachelor's degree,standard,completed,0.5907297569384848,-0.7651263937973496,-0.3995299436345961
female,group C,some college,standard,none,1.1853218213036152,1.2200037938168968,1.5116033935787716
female,group D,associate's degree,free/reduced,none,-2.6464937046050028,-2.613351051231303,-1.9811575330525557
male,group A,high school,free/reduced,completed,0.392532402150108,-0.14905150798603176,-0.20182649495735114
female,group A,high school,free/reduced,completed,0.7228613267974027,1.2884565589070431,1.1161964962242819
male,group C,some college,standard,none,1.6477823158098277,0.3301178476449932,0.523086150192547
female,group C,associate's degree,standard,completed,1.1192560363741562,1.0830982636366038,1.44570224401969
female,group C,high school,standard,none,-0.20205966221502242,-0.012145977805738905,0.3912838510743837
female,group C,associate's degree,standard,completed,0.12826926243227227,1.1515510287267503,1.0502953466652
female,group D,some high school,standard,none,-0.46632280193285813,-0.14905150798603176,-0.46543109319367776
female,group B,associate's degree,standard,completed,1.581716530880369,1.425362089087336,1.5116033935787716
female,group D,bachelor's degree,standard,completed,0.32646661722064907,0.4670233778252861,0.9843941971061185
male,group E,bachelor's degree,standard,completed,0.6567955418679438,-0.49131533343676387,-0.1359253453982695
male,group D,associate's degree,standard,none,0.9210586815857794,-0.08059874289588533,0.25948155195622036
female,group D,master's degree,standard,none,-0.7305859416506939,-0.35440980325647103,0.1276792528380571
male,group E,associate's degree,standard,none,0.6567955418679438,0.12475955237455394,-0.07002419583918786
male,group B,high school,standard,completed,0.45859818707956695,0.12475955237455394,-0.004123046280106211
female,group D,associate's degree,free/reduced,none,-0.9287832964390706,-0.6966736287072032,-0.794936840989086
male,group C,some college,free/reduced,none,0.12826926243227227,-0.08059874289588533,-0.46543109319367776
male,group A,high school,standard,none,-0.46632280193285813,-1.175842984338228,-1.4539483365799024
female,group B,associate's degree,standard,none,-1.1269806512274474,-1.175842984338228,-0.9267391401072492
male,group C,high school,standard,none,0.26040083229119015,0.3301178476449932,0.19358040239713872
male,group D,some college,free/reduced,none,-0.33419123207394025,-1.5181068097889603,-0.794936840989086
female,group C,associate's degree,free/reduced,none,-0.4002570170033992,0.39857061273513966,0.3912838510743837
male,group B,some high school,standard,completed,-0.13599387728556347,-1.1073902192480818,-0.7290356914300044
male,group A,associate's degree,free/reduced,completed,0.8549928966563205,0.8777399683661646,0.9184930475470369
female,group A,associate's degree,free/reduced,none,-0.06992809235610455,1.0830982636366038,0.523086150192547
female,group C,associate's degree,standard,none,-0.13599387728556347,-0.35440980325647103,0.1276792528380571
female,group C,bachelor's degree,standard,none,0.9871244665152384,1.2884565589070431,1.44570224401969
female,group B,high school,standard,none,-0.7966517265801528,-0.35440980325647103,-0.004123046280106211
male,group D,high school,standard,completed,0.12826926243227227,-0.35440980325647103,-0.1359253453982695
female,group C,some college,standard,none,-0.7966517265801528,-1.4496540446988138,-1.0585414392254127
female,group D,some college,free/reduced,completed,-0.46632280193285813,0.603928908005579,0.523086150192547
female,group B,some high school,standard,none,-0.0038623074266456066,-0.012145977805738905,-0.004123046280106211
male,group E,some college,standard,none,0.6567955418679438,0.12475955237455394,0.25948155195622036
female,group D,master's degree,standard,none,0.5246639720090258,0.6723816730957254,0.9184930475470369
female,group B,associate's degree,standard,completed,1.8459796705982046,1.2200037938168968,1.5775045431378534
male,group C,some college,free/reduced,none,-0.20205966221502242,-0.5597680985269103,-0.9267391401072492
female,group E,associate's degree,standard,completed,1.9120454555276634,1.3569093239971897,1.5775045431378534
female,group D,master's degree,free/reduced,none,-1.721572715592578,-0.6966736287072032,-0.9267391401072492
female,group B,some high school,standard,none,1.0531902514446974,0.8777399683661646,0.7866907484288735
male,group A,high school,standard,none,0.12826926243227227,0.05630678728440752,-0.1359253453982695
male,group B,bachelor's degree,free/reduced,none,-0.7305859416506939,-0.6966736287072032,-0.9267391401072492
male,group C,master's degree,standard,none,0.8549928966563205,0.603928908005579,0.5889872997516286
female,group C,bachelor's degree,standard,none,1.317453391162533,1.5622676192676288,1.2479987953424452
male,group D,some college,standard,none,0.6567955418679438,0.12475955237455394,0.325382701515302
male,group A,some high school,standard,none,-0.13599387728556347,-1.312748514518521,-1.6516517852571473
male,group D,some high school,free/reduced,none,-0.26812544714448133,-1.3812012796086675,-1.0585414392254127
female,group B,some high school,standard,completed,-0.7966517265801528,-0.5597680985269103,-0.3995299436345961
female,group B,master's degree,free/reduced,completed,0.7228613267974027,1.904531444718361,1.7093068422560167
female,group C,some high school,standard,completed,0.6567955418679438,1.2200037938168968,1.1161964962242819
female,group D,some college,standard,none,0.5246639720090258,1.3569093239971897,1.0502953466652
female,group E,some college,standard,completed,-0.0038623074266456066,0.3301178476449932,0.325382701515302
female,group D,some high school,standard,completed,-0.0038623074266456066,0.603928908005579,0.6548884493107102
female,group B,high school,free/reduced,completed,0.062203477502813326,0.603928908005579,0.7207895988697919
male,group D,some college,standard,none,0.32646661722064907,-1.3812012796086675,-1.0585414392254127
female,group C,associate's degree,standard,none,1.6477823158098277,1.1515510287267503,1.0502953466652
male,group D,bachelor's degree,standard,none,0.19433504736173118,-0.7651263937973496,-0.7290356914300044
male,group C,master's degree,free/reduced,none,-0.7966517265801528,-0.6966736287072032,-1.1903437383435758
male,group E,some college,standard,none,0.12826926243227227,-0.6282208636170568,-0.597233392311841
male,group C,some high school,free/reduced,completed,-0.664520156721235,-0.5597680985269103,-0.5313322427527594
female,group C,high school,free/reduced,none,-1.9858358553104136,-1.1073902192480818,-1.6516517852571473
female,group D,bachelor's degree,free/reduced,none,-2.4482963498166264,-1.9288234003298388,-1.3880471870208209
female,group C,associate's degree,standard,none,-0.26812544714448133,0.3301178476449932,0.1276792528380571
female,group C,associate's degree,standard,completed,0.12826926243227227,-0.14905150798603176,0.325382701515302
female,group C,some high school,standard,none,-1.2591122210863654,-1.0389374541579353,-0.9926402896663309
male,group E,associate's degree,standard,completed,-0.26812544714448133,-0.5597680985269103,-0.6631345418709227
female,group E,associate's degree,standard,completed,0.8549928966563205,1.2884565589070431,1.7093068422560167
male,group B,high school,standard,completed,0.45859818707956695,-0.012145977805738905,-0.004123046280106211
female,group C,bachelor's degree,free/reduced,completed,-0.0038623074266456066,0.946192733456311,0.9843941971061185
male,group C,associate's degree,standard,completed,-0.9948490813685296,-0.6282208636170568,-0.6631345418709227
female,group D,high school,standard,none,-0.9948490813685296,-0.21750427307617817,-0.3995299436345961
male,group E,bachelor's degree,standard,completed,1.2513876062330742,-0.21750427307617817,0.19358040239713872
male,group A,associate's degree,standard,completed,2.044177025386581,1.5622676192676288,1.1820976457833634
male,group C,high school,standard,completed,0.5907297569384848,-0.012145977805738905,-0.004123046280106211
male,group D,associate's degree,free/reduced,completed,0.8549928966563205,0.8777399683661646,0.7866907484288735
female,group C,associate's degree,standard,none,0.9871244665152384,0.5354761429154324,0.7207895988697919
female,group D,associate's degree,standard,none,1.0531902514446974,1.7676259145380682,1.3798010944606083
female,group D,master's degree,standard,none,-0.13599387728556347,-0.42286256834661745,-0.1359253453982695
male,group E,some high school,free/reduced,completed,0.7889271117268616,0.946192733456311,0.7866907484288735
female,group A,some high school,standard,completed,1.7138481007392867,2.1098897399888004,1.9070102909332616
male,group C,high school,standard,completed,0.392532402150108,-0.14905150798603176,-0.2677276445164328
female,group C,high school,free/reduced,none,-0.26812544714448133,-0.14905150798603176,-0.2677276445164328
male,group C,master's degree,standard,none,0.8549928966563205,0.19321231746470036,0.061778103278975434
male,group C,some high school,free/reduced,none,0.8549928966563205,0.4670233778252861,-0.20182649495735114
male,group B,bachelor's degree,free/reduced,completed,1.383519176091992,1.425362089087336,1.3138999449015267
female,group B,associate's degree,standard,none,-1.721572715592578,-1.4496540446988138,-1.1903437383435758
male,group D,some college,free/reduced,none,0.7228613267974027,-0.49131533343676387,-0.2677276445164328
male,group E,associate's degree,standard,none,-0.8627175115096117,-1.6550123399692531,-1.8493552339343924
female,group C,some college,free/reduced,none,-2.2500989950282495,-2.0657289305101316,-2.310663280847964
female,group C,associate's degree,standard,completed,-0.7305859416506939,0.19321231746470036,0.7207895988697919
male,group C,master's degree,free/reduced,none,-0.33419123207394025,-0.14905150798603176,-0.1359253453982695
female,group B,associate's degree,free/reduced,none,-0.8627175115096117,0.05630678728440752,0.1276792528380571
male,group D,some high school,standard,none,0.45859818707956695,-0.21750427307617817,-0.3995299436345961
female,group D,some college,standard,completed,0.5246639720090258,0.39857061273513966,0.7207895988697919
female,group C,some college,standard,none,-0.20205966221502242,0.3301178476449932,0.3912838510743837
male,group C,bachelor's degree,standard,completed,1.9781112404571224,1.425362089087336,1.5775045431378534
female,group D,some college,free/reduced,completed,-0.20205966221502242,0.7408344381858718,0.7866907484288735
female,group E,bachelor's degree,free/reduced,completed,1.7138481007392867,2.1098897399888004,2.1047137396105065
female,group D,master's degree,free/reduced,completed,-0.33419123207394025,0.12475955237455394,0.6548884493107102
male,group B,high school,free/reduced,none,-0.20205966221502242,-1.4496540446988138,-1.3880471870208209
male,group D,bachelor's degree,free/reduced,none,0.12826926243227227,-0.08059874289588533,-0.07002419583918786
male,group B,some college,standard,completed,0.32646661722064907,0.39857061273513966,0.1276792528380571
male,group A,bachelor's degree,standard,none,1.6477823158098277,1.8360786796282145,1.5775045431378534
female,group C,some college,standard,none,-0.8627175115096117,-0.49131533343676387,-0.794936840989086
female,group C,high school,free/reduced,completed,-1.0609148662979886,-0.21750427307617817,-0.2677276445164328
female,group E,high school,standard,none,0.5246639720090258,0.8092872032760182,0.19358040239713872
male,group A,associate's degree,free/reduced,completed,-1.721572715592578,-0.9704846890677888,-0.9926402896663309
male,group A,some college,standard,completed,-0.33419123207394025,-1.2442957494283746,-1.0585414392254127
female,group B,high school,standard,none,0.9871244665152384,1.4938148541774825,1.3798010944606083
female,group B,some college,free/reduced,completed,-1.1930464361569064,-0.9020319239776424,-0.6631345418709227
female,group D,master's degree,standard,none,-0.8627175115096117,-0.5597680985269103,-0.004123046280106211
female,group D,some high school,standard,none,0.9871244665152384,1.904531444718361,1.8411091413741798
female,group E,some high school,standard,none,0.7228613267974027,0.6723816730957254,0.7866907484288735
female,group D,bachelor's degree,free/reduced,none,-0.20205966221502242,0.2616650825548468,0.6548884493107102
female,group D,associate's degree,standard,completed,0.45859818707956695,0.39857061273513966,0.7866907484288735
female,group D,some college,standard,none,0.19433504736173118,0.5354761429154324,0.5889872997516286
female,group C,associate's degree,standard,none,-0.06992809235610455,0.4670233778252861,0.523086150192547
female,group A,high school,standard,none,-0.7305859416506939,0.2616650825548468,0.325382701515302
female,group C,bachelor's degree,free/reduced,none,-1.457309575874742,-0.42286256834661745,-0.3995299436345961
female,group C,some college,standard,none,-0.7966517265801528,-0.35440980325647103,-0.20182649495735114
female,group A,some high school,standard,none,-1.1930464361569064,-0.21750427307617817,-0.20182649495735114
male,group C,some college,free/reduced,none,-0.532388586862317,-0.833579158887496,-0.9267391401072492
male,group A,some high school,standard,none,0.32646661722064907,-0.49131533343676387,-1.1903437383435758
male,group E,bachelor's degree,standard,none,0.12826926243227227,-0.08059874289588533,-0.2677276445164328
female,group E,high school,standard,none,0.5246639720090258,0.4670233778252861,0.325382701515302
female,group C,bachelor's degree,standard,completed,1.7138481007392867,2.1098897399888004,2.0388125900514247
female,group C,bachelor's degree,standard,completed,-0.664520156721235,0.6723816730957254,0.25948155195622036
male,group B,high school,free/reduced,none,-2.382230564887167,-3.092520406862328,-3.4968839729114336
male,group A,some high school,standard,none,-0.8627175115096117,-1.0389374541579353,-1.322146037461739
female,group D,high school,standard,none,0.19433504736173118,0.5354761429154324,0.325382701515302
female,group D,some high school,standard,none,-0.06992809235610455,0.8777399683661646,0.8525918979879552
female,group D,master's degree,standard,none,-0.7966517265801528,-0.6282208636170568,-0.33362879407551443
female,group C,high school,standard,none,-2.4482963498166264,-2.750256581411596,-2.508366729525209
female,group E,some college,standard,none,0.6567955418679438,0.603928908005579,0.7866907484288735
male,group D,high school,free/reduced,none,-0.4002570170033992,-0.833579158887496,-1.1244425887844942
male,group C,some high school,standard,none,0.5907297569384848,0.19321231746470036,-0.3995299436345961
female,group C,associate's degree,standard,none,1.2513876062330742,1.0146454985464575,0.9184930475470369
female,group C,master's degree,free/reduced,none,-1.721572715592578,-0.7651263937973496,-0.9267391401072492
female,group E,some college,standard,none,-0.33419123207394025,-0.35440980325647103,-0.3995299436345961
female,group B,associate's degree,standard,none,-0.532388586862317,-0.42286256834661745,-0.20182649495735114
male,group D,some college,free/reduced,completed,0.19433504736173118,-0.6282208636170568,-0.33362879407551443
female,group C,some college,standard,none,-0.532388586862317,-0.6966736287072032,-0.1359253453982695
male,group C,bachelor's degree,standard,completed,1.8459796705982046,1.425362089087336,1.5116033935787716
female,group C,associate's degree,standard,none,-0.06992809235610455,0.5354761429154324,0.3912838510743837
female,group A,associate's degree,standard,none,1.0531902514446974,1.6307203843577753,1.643405692696935
female,group C,high school,standard,none,-0.4002570170033992,-0.08059874289588533,0.25948155195622036
female,group E,bachelor's degree,standard,none,-1.9197700703809546,-1.6550123399692531,-1.9811575330525557
male,group D,bachelor's degree,standard,none,1.4495849610214508,0.603928908005579,0.9843941971061185
male,group D,master's degree,standard,none,1.9120454555276634,0.8092872032760182,1.0502953466652
male,group C,associate's degree,free/reduced,completed,-0.06992809235610455,0.2616650825548468,-0.004123046280106211
female,group C,high school,free/reduced,none,-2.0519016402398726,-0.5597680985269103,-0.9267391401072492
male,group B,bachelor's degree,free/reduced,none,-0.26812544714448133,-0.42286256834661745,-0.794936840989086
male,group C,high school,free/reduced,completed,-0.532388586862317,-1.2442957494283746,-1.0585414392254127
male,group A,some college,standard,completed,2.242374380174958,1.8360786796282145,1.1820976457833634
female,group E,bachelor's degree,free/reduced,none,-0.33419123207394025,-0.7651263937973496,-0.3995299436345961
male,group D,some college,standard,completed,2.242374380174958,1.904531444718361,2.0388125900514247
male,group B,associate's degree,free/reduced,completed,0.19433504736173118,0.05630678728440752,-0.33362879407551443
male,group D,associate's degree,standard,none,-0.33419123207394025,-1.4496540446988138,-1.4539483365799024
male,group D,some college,free/reduced,none,-1.1269806512274474,-0.833579158887496,-1.4539483365799024
female,group C,some high school,standard,completed,-1.457309575874742,-1.2442957494283746,-0.8608379905481676
male,group D,some college,standard,none,0.062203477502813326,-0.35440980325647103,0.1276792528380571
male,group B,high school,standard,none,0.8549928966563205,-0.6282208636170568,-0.20182649495735114
female,group B,bachelor's degree,standard,completed,-0.0038623074266456066,0.3301178476449932,0.8525918979879552
female,group C,high school,standard,none,0.5907297569384848,1.2884565589070431,1.1161964962242819
male,group D,some high school,standard,none,1.1853218213036152,1.0146454985464575,0.7866907484288735
male,group A,high school,standard,none,0.32646661722064907,0.3301178476449932,-0.2677276445164328
female,group B,high school,free/reduced,completed,0.062203477502813326,0.7408344381858718,0.8525918979879552
female,group D,some high school,standard,completed,0.9210586815857794,1.5622676192676288,1.3138999449015267
male,group E,some college,standard,none,1.317453391162533,0.4670233778252861,0.3912838510743837
female,group D,associate's degree,standard,none,0.6567955418679438,0.3301178476449932,0.325382701515302
male,group D,high school,standard,none,-1.655506930663119,-1.175842984338228,-1.1244425887844942
female,group D,associate's degree,free/reduced,completed,0.5246639720090258,1.2884565589070431,1.44570224401969
female,group E,high school,standard,completed,0.5246639720090258,0.6723816730957254,0.7866907484288735
male,group B,high school,standard,none,0.26040083229119015,-0.2859570381663246,-0.5313322427527594
female,group B,bachelor's degree,standard,completed,-0.06992809235610455,0.8092872032760182,0.8525918979879552
female,group D,associate's degree,standard,none,-0.46632280193285813,0.05630678728440752,-0.20182649495735114
female,group E,high school,free/reduced,none,-0.13599387728556347,-0.49131533343676387,-0.004123046280106211
female,group B,high school,standard,none,-1.0609148662979886,-1.1073902192480818,-0.8608379905481676
female,group D,some college,standard,completed,0.19433504736173118,0.6723816730957254,0.8525918979879552
male,group C,some high school,free/reduced,completed,-0.9948490813685296,-0.9020319239776424,-0.9926402896663309
female,group A,high school,standard,completed,0.12826926243227227,0.7408344381858718,0.523086150192547
female,group D,some college,standard,completed,1.2513876062330742,1.1515510287267503,1.9729114404923431
female,group A,associate's degree,standard,completed,-0.06992809235610455,0.05630678728440752,0.3912838510743837
